date,cpi_index,infl_mom_pct,infl_yoy_pct
2020-02-01,137.402661838527,,
2020-03-01,137.647150560659,0.1779359430600369,
2020-04-01,137.647150560659,0.0,
2020-05-01,137.769394921726,0.0888099467145409,
2020-06-01,138.013883643858,0.17746228926309726,
2020-07-01,137.891639282792,-0.08857395925576661,
2020-08-01,138.013883643858,0.08865248226928024,
2020-09-01,138.62510544919,0.44286979628023193,
2020-10-01,138.869594171323,0.1763668430337928,
2020-11-01,140.092037781986,0.880281690140805,
2020-12-01,139.725304698787,-0.2617801047120949,
2021-01-01,140.214282143052,0.3499562554679203,
2021-02-01,140.825503948383,0.4359197907581214,2.4911032028465785
2021-03-01,140.94774830945,0.08680555555604652,2.397868561279437
2021-04-01,141.069992670516,0.08673026886363289,2.486678507993245
2021-05-01,141.436725753715,0.25996533795500376,2.661934338952854
2021-06-01,141.92570319798,0.3457216940361496,2.8343666961915037
2021-07-01,142.781413725444,0.602928509905154,3.5460992907800026
2021-08-01,144.126101697174,0.94178082191827,4.428697962799477
2021-09-01,145.104056585704,0.6785411365560989,4.673721340387904
2021-10-01,145.348545307837,0.16849199663044878,4.665492957746342
2021-11-01,146.5709889185,0.8410428931875158,4.624781849912618
2021-12-01,147.671188168097,0.7506255212678781,5.686789151356186
2022-01-01,148.649143056627,0.6622516556288538,6.0156931124672575
2022-02-01,149.382609223025,0.493421052631704,6.076388888889395
2022-03-01,150.482808472621,0.736497545007686,6.764960971378442
2022-04-01,152.560962610749,1.380991064175996,8.145580589254987
2022-05-01,154.027894943544,0.9615384615380362,8.902333621434444
2022-06-01,155.49482727634,0.952380952381171,9.560723514212
2022-07-01,157.8174701366,1.493710691824024,10.530821917808586
2022-08-01,159.977503945142,1.3686911890504527,10.998286959341797
2022-09-01,161.327525075481,0.8438818565402517,11.180575423950877
2022-10-01,163.75756311009,1.5062761506271505,12.665429683705543
2022-11-01,164.297571562226,0.3297609233309018,12.094195975973655
2022-12-01,163.892565223124,-0.2465078060807646,10.984794837948964
2023-01-01,163.900935309055,0.00510705651570742,10.260262480368244
2023-02-01,162.811827528185,-0.6644914983653716,8.989813723972695
2023-03-01,162.844594606853,0.02012573605092438,8.2147497509532
2023-04-01,162.689934385862,-0.09497412018152351,6.639294614937974
2023-05-01,163.369320116868,0.4175954299635354,6.064761955454845
2023-06-01,163.476489083813,0.06559919994055807,5.133072236086833
2023-07-01,164.211838467093,0.44981965749399944,4.051749356366119
2023-08-01,165.980360358394,1.0769758793336859,3.7523128347535906
2023-09-01,166.214157125151,0.14085809083206335,3.029013212335374
2023-10-01,166.535134072034,0.19311047412244875,1.696148201763803
2023-11-01,166.316197825455,-0.13146549993726664,1.228640353010002
2023-12-01,166.517641146878,0.12112068701475298,1.6017053123674074
2024-01-01,166.867055207276,0.20983606180788872,1.8097028504614698
2024-02-01,167.071085077865,0.12227091221546083,2.61606150753555
2024-03-01,167.212630068307,0.08472141686037826,2.6823337133169867
2024-04-01,167.656338543169,0.26535583746321034,3.052680656645834
2024-05-01,167.829378041559,0.10321082989979136,2.730046205432246
2024-06-01,168.539291648025,0.42299722179164334,3.096960665466919
2024-07-01,169.202408392034,0.39344934793830166,3.039104836489037
2024-08-01,170.38829543837,0.7008688928282547,2.65569677668982
2024-09-01,170.763908442411,0.22044530880167557,2.7372826695106767
2024-10-01,170.679225531966,-0.04959063728243729,2.4884187249877954
2024-11-01,168.906567731578,-1.0385902530686164,1.5574970688312373
2024-12-01,168.958926276087,0.03099852493135824,1.4660819792995161
2025-01-01,168.61763917931,-0.20199412028655273,1.0490890307014222
2025-02-01,168.482637066276,-0.08006405124106886,0.8448810802618167
2025-03-01,168.61763917931,0.08012820512828256,0.8402529823429372
2025-04-01,169.157647631445,0.3202562049636759,0.8954681351874161
2025-05-01,169.427651857513,0.15961691939361256,0.952320645291449
2025-06-01,169.562653970547,0.07968127490045607,0.6071951012225574
2025-07-01,171.452683553021,1.1146496815285234,1.3299309285085492
2025-08-01,172.80270468336,0.7874015748033036,1.4170041661478505
2025-09-01,173.342713135495,0.3124999999997158,1.5101579230681894
2025-10-01,173.747719474597,0.23364485981332006,1.7978133736353819
2025-11-01,174.422730039766,0.3885003885001792,3.2658068790753836
2025-12-01,175.772751170105,0.7739938080496778,4.032829187659437
